,DS7
0,0.0032150075663711967
1,0.0054600991222661585
2,0.003372059516828529
3,0.0041537673165315215
4,0.00048167958257033116
5,0.0038311070553536763
6,0.0017849338741502323
7,0.0031906607732484515
8,0.002326068910211893
9,-0.001019563576013579
10,0.004083546887126096
11,0.003923214011091476
12,0.0011790083634013173
13,0.005803041075580206
14,-0.0005746279988110221
15,0.005523266178504116
16,0.0037785437018814207
17,0.001529815946425806
18,0.0009623184127602832
19,0.0022062513728329175
20,0.003982513415928742
21,-0.0013785622381643503
22,0.008062837874070987
23,0.0031864895938134553
24,0.0025568606073205677
25,0.0017863518894787364
26,0.0025914731779691923
27,0.003168154084045207
28,-0.00046499791343468567
29,0.006959873008997676
30,0.0034738730198561308
31,0.0034267923028183673
32,0.004177471333782715
33,0.002999709126028238
34,0.0016489842487876574
35,0.0009969055703420836
36,0.0028896833754913785
37,-0.0009860515230983935
38,0.0010357450274771716
39,0.002615760479767885
40,0.005674323341259741
41,0.0016582551951933812
42,-0.00259804222974576
43,0.002702874376071343
44,0.0031456335634834666
45,0.003178062145376437
46,0.005374345596427204
47,0.0032462716711970352
48,0.004242354435476658
49,0.0031513010361609818
50,0.005604730104547025
51,6.443017391306847e-06
52,0.00593958951075358
53,-0.0014399562071350193
54,0.0023579282169846503
55,0.0029049390111943185
56,0.0062705482094102686
57,0.0013909452776201126
58,0.0030093793437451027
59,0.004664658660618047
60,0.004299624610353887
61,0.0010300756107857322
62,0.005400111677162643
63,-0.0007004801041381107
64,0.00338796166245291
65,0.0013179043369174947
66,0.00370410639765867
67,0.0011453533062026069
68,0.004334242683958895
69,0.004187059082140083
70,0.001478192399730201
71,0.0056852506909924865
72,-0.00022244659911396886
73,0.0006294769745253622
74,0.0015816835466492952
75,0.0022836399683856313
76,0.00033990975738911237
77,0.00405309301580346
78,0.0020103794790423237
79,0.00788039748573021
80,0.0038009011849285657
81,0.002458606713337209
82,-0.0014065945814931604
83,0.0015854342087726428
84,-0.002230433464965547
85,0.0034596479520433276
86,0.001928007944884471
87,0.0016003684882629624
88,0.0029773325147959308
89,-0.00022059158618944604
90,0.000291724078795808
91,0.0013824067522716606
92,0.002179140455046806
93,0.0017987555852198513
94,0.0016327916392272455
95,0.0022372688672238966
96,0.004551731537572783
97,0.0079257969215128
98,0.0018013795786440648
99,-0.005170223117130752
100,0.0004919548507687733
101,0.0031216640789042977
102,0.003981521721350642
103,-0.009219009059069801
104,0.0012462202821368902
105,0.0054540595587939285
106,0.0029001371757363006
107,0.0037600651581590288
108,-0.001897374174204532
109,0.0035518096741935794
110,0.004285392843005204
111,0.002282721377893484
112,0.00021670202074813323
113,0.00427641172156808
114,0.0028393385695960824
115,-0.0015906327152994686
116,0.00322831858510175
117,0.003840613328466854
118,0.00033940951307048225
119,0.0017544615246780988
120,0.0036179083539390625
121,0.0044168383338892446
122,0.0011403755474738526
123,0.0016871508690681717
124,0.0025904276177387544
125,-0.005067019528100734
126,0.004257726440950001
127,-0.0019865718887365443
128,0.003341963870113782
129,0.004663047069606162
130,0.001079124652153158
131,0.001762021408775315
132,-0.0017602650517713255
133,0.003491709631710186
134,-0.004331881796946046
135,-0.0023826776179745788
136,0.002905615403710847
137,-0.0011793546916869272
138,0.004011356991662637
139,-0.0009934762310326477
140,0.0036967918544535145
141,0.0027727775987330954
142,0.0036284138080947413
143,-0.0008670201462213993
144,1.6053736331807017e-05
145,0.001084473593392817
146,0.00045970415961662196
147,0.0038488072293881423
148,0.0030254453697003358
149,0.00476466604332525
150,0.003057567843521251
151,0.004056354719826615
152,-0.004574856859437735
153,0.002815241447482437
154,0.00040682273735387635
155,0.002435350485404604
156,0.0058299568989360175
157,0.002629065390579194
158,0.0026448210080459137
159,0.006390227525333335
160,-0.0015833084581113846
161,-0.0001512576561606012
162,-0.0008063526312772072
163,-0.0007041313110620491
164,0.0034286836813620155
165,0.0011312460203932663
166,-0.0017300348352268188
167,0.0030700265075963855
168,-0.00048206227494631046
169,0.003397724143498489
170,0.002935376300628941
171,0.0024123339387899087
172,0.0014553410880495392
173,0.0012930402792813921
174,0.0006345928599220835
175,0.0035177373129872897
176,0.0021707313790738977
177,0.003891140371461249
178,0.0012974036880361872
179,-5.569729332148649e-05
180,0.006308270045385259
181,0.006421624400708637
182,0.009726239839757959
183,0.0003126988087993473
184,0.001019814896801951
185,0.005732177048757055
186,0.0027333945000911916
187,0.0007678635533182588
188,0.0028580964324560524
189,0.0022817751506421513
190,0.002418420252841431
191,0.0004017940079734446
192,0.002092229731661844
193,0.0015837523775737731
194,0.0023397071221514087
195,0.0065567072222457844
196,0.001703839193283432
197,0.002278349457051305
198,0.004727898478280422
199,0.0009823166416434931
200,0.003366092192767899
201,0.0002302911179823355
202,0.0051623970271916265
